little	0.0	0.0	2.0	7.0	9.0
lively	0.0	0.0	0.0	0.0	0.0
lively	0.0	0.0	0.0	0.0	0.0
living	0.0	0.0	0.0	1.0	1.0
lonely	0.0	0.0	1.0	1.0	2.0
long	0.0	1.0	2.0	5.0	8.0
longing	0.0	0.0	0.0	1.0	1.0
long-term	0.0	0.0	0.0	0.0	0.0
loose	2.0	0.0	0.0	0.0	2.0
lopsided	0.0	0.0	0.0	0.0	0.0
loud	0.0	0.0	1.0	1.0	2.0
loutish	0.0	0.0	0.0	0.0	0.0
lovely	0.0	0.0	0.0	0.0	0.0
loving	1.0	0.0	1.0	2.0	4.0
low	0.0	0.0	0.0	2.0	2.0
lowly	0.0	0.0	0.0	0.0	0.0
lucky	0.0	0.0	0.0	1.0	1.0
ludicrous	0.0	0.0	0.0	0.0	0.0
lumpy	0.0	0.0	0.0	0.0	0.0
lush	0.0	0.0	0.0	0.0	0.0
luxuriant	0.0	0.0	0.0	0.0	0.0
lying	0.0	0.0	0.0	0.0	0.0
lyrical	0.0	0.0	0.0	0.0	0.0
macabre	0.0	0.0	0.0	0.0	0.0
macho	0.0	0.0	0.0	0.0	0.0
